0 0 0.063032
0 1 0.004364
0 2 -0.082109
0 3 -0.146445
0 4 -0.396399
0 5 -0.123005
0 6 -0.231079
0 7 -0.252237
0 8 -0.306600
0 9 0.025303
0 10 0.165200
0 11 0.135683
0 12 0.135792
0 13 0.021614
0 14 -0.000366
0 15 0.250525
0 16 0.212563
0 17 0.120144
0 18 0.104269
0 19 0.132487
0 20 0.318100
0 21 0.267057
0 22 0.248770
0 23 0.110503
0 24 0.186041
0 25 0.167202
0 26 0.178034
0 27 0.174629
1 1 -0.349776
1 2 -0.437321
1 3 -0.414660
1 4 -0.487235
1 5 -0.359826
1 6 -0.422061
1 7 -0.468147
1 8 -0.371333
1 9 -0.096650
1 10 -0.020409
1 11 -0.035682
1 12 -0.030667
1 13 -0.004959
1 14 -0.015150
1 15 0.105256
1 16 0.130598
1 17 0.071024
1 18 0.010197
1 19 0.017912
1 20 0.136525
1 21 0.152042
1 22 0.153349
1 23 -0.036173
1 24 -0.098114
1 25 -0.108662
1 26 -0.102394
1 27 -0.101631
2 2 -0.504285
2 3 -0.464951
2 4 -0.430753
2 5 -0.435463
2 6 -0.472631
2 7 -0.537322
2 8 -0.400861
2 9 -0.131144
2 10 -0.124288
2 11 -0.112701
2 12 -0.142528
2 13 -0.079529
2 14 -0.076600
2 15 -0.016703
2 16 0.054411
2 17 0.022186
2 18 -0.038211
2 19 -0.037269
2 20 0.025339
2 21 0.079590
2 22 0.090123
2 23 -0.090325
2 24 -0.217868
2 25 -0.223785
2 26 -0.219698
2 27 -0.215929
3 3 -0.535344
3 4 -0.269711
3 5 -0.447492
3 6 -0.474162
3 7 -0.521465
3 8 -0.417674
3 9 -0.210993
3 10 -0.085542
3 11 -0.085220
3 12 -0.112140
3 13 -0.041888
3 14 -0.028635
3 15 -0.063811
3 16 0.020881
3 17 -0.010498
3 18 -0.074290
3 19 -0.081636
3 20 0.081794
3 21 0.123123
3 22 0.130684
3 23 -0.112352
3 24 -0.205365
3 25 -0.206810
3 26 -0.200936
3 27 -0.195172
4 4 -0.884398
4 5 -0.434730
4 6 -0.440939
4 7 -0.422834
4 8 -0.322010
4 9 -0.389932
4 10 -0.260297
4 11 -0.241461
4 12 -0.194398
4 13 -0.249967
4 14 -0.227248
4 15 -0.221608
4 16 -0.182157
4 17 -0.159664
4 18 -0.220234
4 19 -0.213756
4 20 -0.098153
4 21 -0.067131
4 22 -0.072132
4 23 -0.377188
4 24 -0.333370
4 25 -0.329137
4 26 -0.338457
4 27 -0.339579
5 5 -0.492942
5 6 -0.557092
5 7 -0.685032
5 8 -0.482959
5 9 -0.220678
5 10 -0.132774
5 11 -0.135455
5 12 -0.154531
5 13 -0.115485
5 14 -0.123231
5 15 0.048049
5 16 0.080097
5 17 0.017343
5 18 -0.074826
5 19 -0.064693
5 20 0.046710
5 21 0.044862
5 22 0.038153
5 23 -0.235289
5 24 -0.163455
5 25 -0.180368
5 26 -0.163072
5 27 -0.159599
6 6 -0.612474
6 7 -0.752950
6 8 -0.526395
6 9 -0.261742
6 10 -0.223548
6 11 -0.211458
6 12 -0.237346
6 13 -0.192309
6 14 -0.190250
6 15 -0.068754
6 16 0.000245
6 17 -0.043529
6 18 -0.139710
6 19 -0.137604
6 20 -0.056335
6 21 -0.029475
6 22 -0.021709
6 23 -0.297462
6 24 -0.283424
6 25 -0.289644
6 26 -0.281048
6 27 -0.274992
7 7 -0.790838
7 8 -0.681470
7 9 -0.343428
7 10 -0.210686
7 11 -0.162612
7 12 -0.204708
7 13 -0.260986
7 14 -0.273582
7 15 -0.197212
7 16 -0.151788
7 17 -0.136816
7 18 -0.231705
7 19 -0.273559
7 20 -0.105947
7 21 -0.078418
7 22 -0.082104
7 23 -0.541542
7 24 -0.356589
7 25 -0.361771
7 26 -0.357277
7 27 -0.354318
8 8 -0.536260
8 9 -0.267562
8 10 -0.171591
8 11 -0.168218
8 12 -0.218144
8 13 -0.177060
8 14 -0.177611
8 15 -0.096812
8 16 -0.041815
8 17 -0.071399
8 18 -0.162990
8 19 -0.177948
8 20 -0.097726
8 21 -0.070639
8 22 -0.063811
8 23 -0.230172
8 24 -0.257578
8 25 -0.253423
8 26 -0.247969
8 27 -0.240107
9 9 -0.091128
9 10 -0.041280
9 11 -0.053113
9 12 0.002081
9 13 -0.038236
9 14 -0.038227
9 15 0.198445
9 16 0.207142
9 17 0.136392
9 18 0.081613
9 19 0.100953
9 20 0.056330
9 21 0.010191
9 22 0.010533
9 23 0.054940
9 24 -0.004805
9 25 -0.011461
9 26 -0.001835
9 27 0.007291
10 10 0.150174
10 11 0.119260
10 12 0.075852
10 13 0.131887
10 14 0.115020
10 15 0.299110
10 16 0.245365
10 17 0.176519
10 18 0.162252
10 19 0.177419
10 20 0.323136
10 21 0.293650
10 22 0.285449
10 23 0.121427
10 24 0.192690
10 25 0.175253
10 26 0.190915
10 27 0.182990
11 11 0.100892
11 12 0.057839
11 13 0.104193
11 14 0.093436
11 15 0.259235
11 16 0.222340
11 17 0.168254
11 18 0.151627
11 19 0.167072
11 20 0.287597
11 21 0.260314
11 22 0.251871
11 23 0.107139
11 24 0.148580
11 25 0.133778
11 26 0.148989
11 27 0.143919
12 12 0.015952
12 13 0.054412
12 14 0.047730
12 15 0.288266
12 16 0.248352
12 17 0.185483
12 18 0.183672
12 19 0.197920
12 20 0.321063
12 21 0.295700
12 22 0.287698
12 23 0.135052
12 24 0.145900
12 25 0.134502
12 26 0.148720
12 27 0.146058
13 13 0.104354
13 14 0.101675
13 15 0.294268
13 16 0.268576
13 17 0.186709
13 18 0.154717
13 19 0.161309
13 20 0.308183
13 21 0.281299
13 22 0.277338
13 23 0.120211
13 24 0.149480
13 25 0.145805
13 26 0.142603
13 27 0.144256
14 14 0.083261
14 15 0.280556
14 16 0.256121
14 17 0.183686
14 18 0.140967
14 19 0.161401
14 20 0.290204
14 21 0.267750
14 22 0.262878
14 23 0.105682
14 24 0.127400
14 25 0.126429
14 26 0.126875
14 27 0.131166
15 15 0.479618
15 16 0.450688
15 17 0.337081
15 18 0.276751
15 19 0.309304
15 20 0.274661
15 21 0.237748
15 22 0.226713
15 23 0.274417
15 24 0.320370
15 25 0.294979
15 26 0.311152
15 27 0.301902
16 16 0.426612
16 17 0.332738
16 18 0.292791
16 19 0.318748
16 20 0.224274
16 21 0.204671
16 22 0.197565
16 23 0.255812
16 24 0.268153
16 25 0.254602
16 26 0.260781
16 27 0.254735
17 17 0.254368
17 18 0.212869
17 19 0.224698
17 20 0.131118
17 21 0.123991
17 22 0.118221
17 23 0.183291
17 24 0.168022
17 25 0.161825
17 26 0.165680
17 27 0.164072
18 18 0.157710
18 19 0.158145
18 20 0.097590
18 21 0.077796
18 22 0.080414
18 23 0.148973
18 24 0.112905
18 25 0.106057
18 26 0.109660
18 27 0.110392
19 19 0.168258
19 20 0.114375
19 21 0.101334
19 22 0.102294
19 23 0.166215
19 24 0.137049
19 25 0.126308
19 26 0.131769
19 27 0.126309
20 20 0.487557
20 21 0.438819
20 22 0.420576
20 23 0.220136
20 24 0.343350
20 25 0.317001
20 26 0.343460
20 27 0.332759
21 21 0.389449
21 22 0.373928
21 23 0.218557
21 24 0.306033
21 25 0.287089
21 26 0.300766
21 27 0.298714
22 22 0.360988
22 23 0.219703
22 24 0.291027
22 25 0.275491
22 26 0.289169
22 27 0.284376
23 23 0.030733
23 24 0.099710
23 25 0.082999
23 26 0.087101
23 27 0.090051
24 24 0.203079
24 25 0.173755
24 26 0.198486
24 27 0.185094
25 25 0.147085
25 26 0.166521
25 27 0.157518
26 26 0.190806
26 27 0.182873
27 27 0.177431
